Mag_AB	SNR	zodi	Filt	time
  27.90   15.0  3.0  F158     330035
  27.90   15.0  3.0  F184     631989
  27.90   15.0  3.0  F146     140138
  27.90   15.0  3.0  F213    5036593
  27.90   20.0  1.4  F062     168939
  27.90   20.0  1.4  F087     311676
  27.90   20.0  1.4  F106     313236
  27.90   20.0  1.4  F129     311941
  27.90   20.0  1.4  F158     319155
  27.90   20.0  1.4  F184     744794
  27.90   20.0  1.4  F146     155834
  27.90   20.0  1.4  F213    8585559
  27.90   20.0  2.0  F062     226733
  27.90   20.0  2.0  F087     418125
  27.90   20.0  2.0  F106     422129
  27.90   20.0  2.0  F129     419739
  27.90   20.0  2.0  F158     419484
  27.90   20.0  2.0  F184     886811
  27.90   20.0  2.0  F146     190818
  27.90   20.0  2.0  F213    8723709
  27.90   20.0  3.0  F062     323058
  27.90   20.0  3.0  F087     595546
  27.90   20.0  3.0  F106     603617
  27.90   20.0  3.0  F129     599403
  27.90   20.0  3.0  F158     586708
  27.90   20.0  3.0  F184    1123521
  27.90   20.0  3.0  F146     249122
  27.90   20.0  3.0  F213    8953952
  27.90   50.0  1.4  F062    1055650
  27.90   50.0  1.4  F087    1947786
  27.90   50.0  1.4  F106    1957508
  27.90   50.0  1.4  F129    1949428
  27.90   50.0  1.4  F158    1994526
  27.90   50.0  1.4  F184    4654730
  27.90   50.0  1.4  F146     973943
  27.90   50.0  1.4  F213   44716464
  27.90   50.0  2.0  F062    1416911
  27.90   50.0  2.0  F087    2613136
  27.90   50.0  2.0  F106    2638143
  27.90   50.0  2.0  F129    2623204
  27.90   50.0  2.0  F158    2621645
  27.90   50.0  2.0  F184    5542397
  27.90   50.0  2.0  F146    1192605
  27.90   50.0  2.0  F213   45435976
  27.90   50.0  3.0  F062    2019022
  27.90   50.0  3.0  F087    3722073
  27.90   50.0  3.0  F106    3772534
  27.90   50.0  3.0  F129    3746186
  27.90   50.0  3.0  F158    3666842
  27.90   50.0  3.0  F184    7021844
  27.90   50.0  3.0  F146    1557031
  27.90   50.0  3.0  F213   46635164
  28.00    5.0  1.4  F062      12723
  28.00    5.0  1.4  F087      23448
  28.00    5.0  1.4  F106      23557
  28.00    5.0  1.4  F129      23466
  28.00    5.0  1.4  F158      24004
  28.00    5.0  1.4  F184      55988
  28.00    5.0  1.4  F146      11711
  28.00    5.0  1.4  F213     645113
  28.00    5.0  2.0  F062      17055
  28.00    5.0  2.0  F087      31437
  28.00    5.0  2.0  F106      31729
  28.00    5.0  2.0  F129      31556
  28.00    5.0  2.0  F158      31537
  28.00    5.0  2.0  F184      66649
  28.00    5.0  2.0  F146      14337
  28.00    5.0  2.0  F213     655491
  28.00    5.0  3.0  F062      24287
  28.00    5.0  3.0  F087      44752
  28.00    5.0  3.0  F106      45363
  28.00    5.0  3.0  F129      45044
  28.00    5.0  3.0  F158      44096
  28.00    5.0  3.0  F184      84424
  28.00    5.0  3.0  F146      18715
  28.00    5.0  3.0  F213     672792
  28.00   10.0  1.4  F062      50772
  28.00   10.0  1.4  F087      93654
  28.00   10.0  1.4  F106      94128
  28.00   10.0  1.4  F129      93736
  28.00   10.0  1.4  F158      95906
  28.00   10.0  1.4  F184     223814
  28.00   10.0  1.4  F146      46823
  28.00   10.0  1.4  F213    2580441
  28.00   10.0  2.0  F062      68127
  28.00   10.0  2.0  F087     125647
  28.00   10.0  2.0  F106     126851
  28.00   10.0  2.0  F129     126130
  28.00   10.0  2.0  F158     126057
  28.00   10.0  2.0  F184     266496
  28.00   10.0  2.0  F146      57338
  28.00   10.0  2.0  F213    2621964
  28.00   10.0  3.0  F062      97074
  28.00   10.0  3.0  F087     178962
  28.00   10.0  3.0  F106     181388
  28.00   10.0  3.0  F129     180130
  28.00   10.0  3.0  F158     176308
  28.00   10.0  3.0  F184     337641
  28.00   10.0  3.0  F146      74867
  28.00   10.0  3.0  F213    2691166
  28.00   15.0  1.4  F062     114174
  28.00   15.0  1.4  F087     210682
  28.00   15.0  1.4  F106     211730
  28.00   15.0  1.4  F129     210864
  28.00   15.0  1.4  F158     215743
  28.00   15.0  1.4  F184     503534
  28.00   15.0  1.4  F146     105355
  28.00   15.0  1.4  F213    5805993
  28.00   15.0  2.0  F062     153253
  28.00   15.0  2.0  F087     282666
  28.00   15.0  2.0  F106     285374
  28.00   15.0  2.0  F129     283760
  28.00   15.0  2.0  F158     283596
  28.00   15.0  2.0  F184     599577
  28.00   15.0  2.0  F146     129012
  28.00   15.0  2.0  F213    5899418
  28.00   15.0  3.0  F062     218397
  28.00   15.0  3.0  F087     402639
  28.00   15.0  3.0  F106     408111
  28.00   15.0  3.0  F129     405257
  28.00   15.0  3.0  F158     396675
  28.00   15.0  3.0  F184     759651
  28.00   15.0  3.0  F146     168447
  28.00   15.0  3.0  F213    6055124
  28.00   20.0  1.4  F062     202948
  28.00   20.0  1.4  F087     374504
  28.00   20.0  1.4  F106     376392
  28.00   20.0  1.4  F129     374832
  28.00   20.0  1.4  F158     383515
  28.00   20.0  1.4  F184     895147
  28.00   20.0  1.4  F146     187289
  28.00   20.0  1.4  F213   10000007
  28.00   20.0  2.0  F062     272433
  28.00   20.0  2.0  F087     502485
  28.00   20.0  2.0  F106     507310
  28.00   20.0  2.0  F129     504437
  28.00   20.0  2.0  F158     504145
  28.00   20.0  2.0  F184    1065891
  28.00   20.0  2.0  F146     229350
  28.00   20.0  2.0  F213   10000007
  28.00   20.0  3.0  F062     388248
  28.00   20.0  3.0  F087     715793
  28.00   20.0  3.0  F106     725515
  28.00   20.0  3.0  F129     720444
  28.00   20.0  3.0  F158     705195
  28.00   20.0  3.0  F184    1350472
  28.00   20.0  3.0  F146     299456
  28.00   20.0  3.0  F213   10000007
  28.00   50.0  1.4  F062    1268219
  28.00   50.0  1.4  F087    2340466
  28.00   50.0  1.4  F106    2352231
  28.00   50.0  1.4  F129    2342527
  28.00   50.0  1.4  F158    2396791
  28.00   50.0  1.4  F184    5594454
  28.00   50.0  1.4  F146    1170552
  28.00   50.0  1.4  F213   53759224
  28.00   50.0  2.0  F062    1702549
  28.00   50.0  2.0  F087    3140390
  28.00   50.0  2.0  F106    3170523
  28.00   50.0  2.0  F129    3152584
  28.00   50.0  2.0  F158    3150751
  28.00   50.0  2.0  F184    6661659
  28.00   50.0  2.0  F146    1433436
  28.00   50.0  2.0  F213   54624268
  28.00   50.0  3.0  F062    2426440
  28.00   50.0  3.0  F087    4473616
  28.00   50.0  3.0  F106    4534355
  28.00   50.0  3.0  F129    4502699
  28.00   50.0  3.0  F158    4407350
  28.00   50.0  3.0  F184    8440341
  28.00   50.0  3.0  F146    1871579
  28.00   50.0  3.0  F213   56065992
  28.10    5.0  1.4  F062      15276
  28.10    5.0  1.4  F087      28163
  28.10    5.0  1.4  F106      28300
  28.10    5.0  1.4  F129      28190
  28.10    5.0  1.4  F158      28838
  28.10    5.0  1.4  F184      67279
  28.10    5.0  1.4  F146      14073
  28.10    5.0  1.4  F213     775574
  28.10    5.0  2.0  F062      20484
  28.10    5.0  2.0  F087      37766
  28.10    5.0  2.0  F106      38131
  28.10    5.0  2.0  F129      37912
  28.10    5.0  2.0  F158      37894
  28.10    5.0  2.0  F184      80101
  28.10    5.0  2.0  F146      17237
  28.10    5.0  2.0  F213     788051
  28.10    5.0  3.0  F062      29184
  28.10    5.0  3.0  F087      53790
  28.10    5.0  3.0  F106      54520
  28.10    5.0  3.0  F129      54137
  28.10    5.0  3.0  F158      52997
  28.10    5.0  3.0  F184     101479
  28.10    5.0  3.0  F146      22500
  28.10    5.0  3.0  F213     808853
  28.10   10.0  1.4  F062      60986
  28.10   10.0  1.4  F087     112541
  28.10   10.0  1.4  F106     113107
  28.10   10.0  1.4  F129     112642
  28.10   10.0  1.4  F158     115250
  28.10   10.0  1.4  F184     269004
  28.10   10.0  1.4  F146      56280
  28.10   10.0  1.4  F213    3102287
  28.10   10.0  2.0  F062      81862
  28.10   10.0  2.0  F087     150991
  28.10   10.0  2.0  F106     152441
  28.10   10.0  2.0  F129     151584
  28.10   10.0  2.0  F158     151493
  28.10   10.0  2.0  F184     320313
  28.10   10.0  2.0  F146      68920
  28.10   10.0  2.0  F213    3152201
  28.10   10.0  3.0  F062     116664
  28.10   10.0  3.0  F087     215105
  28.10   10.0  3.0  F106     218023
  28.10   10.0  3.0  F129     216500
  28.10   10.0  3.0  F158     211922
  28.10   10.0  3.0  F184     405850
  28.10   10.0  3.0  F146      89988
  28.10   10.0  3.0  F213    3235402
  28.10   15.0  1.4  F062     137165
  28.10   15.0  1.4  F087     253153
  28.10   15.0  1.4  F106     254430
  28.10   15.0  1.4  F129     253391
  28.10   15.0  1.4  F158     259264
  28.10   15.0  1.4  F184     605204
  28.10   15.0  1.4  F146     126623
  28.10   15.0  1.4  F213    6980138
  28.10   15.0  2.0  F062     184152
  28.10   15.0  2.0  F087     339702
  28.10   15.0  2.0  F106     342967
  28.10   15.0  2.0  F129     341025
  28.10   15.0  2.0  F158     340833
  28.10   15.0  2.0  F184     720672
  28.10   15.0  2.0  F146     155068
  28.10   15.0  2.0  F213    7092460
  28.10   15.0  3.0  F062     262474
  28.10   15.0  3.0  F087     483953
  28.10   15.0  3.0  F106     490529
  28.10   15.0  3.0  F129     487109
  28.10   15.0  3.0  F158     476794
  28.10   15.0  3.0  F184     913122
  28.10   15.0  3.0  F146     202474
  28.10   15.0  3.0  F213    7279657
  28.10   20.0  1.4  F062     243824
  28.10   20.0  1.4  F087     450027
  28.10   20.0  1.4  F106     452298
  28.10   20.0  1.4  F129     450437
  28.10   20.0  1.4  F158     460880
  28.10   20.0  1.4  F184    1075887
  28.10   20.0  1.4  F146     225109
  28.10   20.0  1.4  F213   10340940
  28.10   20.0  2.0  F062     327363
  28.10   20.0  2.0  F087     603890
  28.10   20.0  2.0  F106     609700
  28.10   20.0  2.0  F129     606252
  28.10   20.0  2.0  F158     605906
  28.10   20.0  2.0  F184    1281169
  28.10   20.0  2.0  F146     275671
  28.10   20.0  2.0  F213   10507343
  28.10   20.0  3.0  F062     466607
  28.10   20.0  3.0  F087     860345
  28.10   20.0  3.0  F106     872037
  28.10   20.0  3.0  F129     865954
  28.10   20.0  3.0  F158     847613
  28.10   20.0  3.0  F184    1623315
  28.10   20.0  3.0  F146     359958
  28.10   20.0  3.0  F213   10784673
  28.10   50.0  1.4  F062    1523697
  28.10   50.0  1.4  F087    2812444
  28.10   50.0  1.4  F106    2826662
  28.10   50.0  1.4  F129    2815016
  28.10   50.0  1.4  F158    2880297
  28.10   50.0  1.4  F184    6724076
  28.10   50.0  1.4  F146    1406888
  28.10   50.0  1.4  F213   64630884
  28.10   50.0  2.0  F062    2045872
  28.10   50.0  2.0  F087    3774166
  28.10   50.0  2.0  F106    3810473
  28.10   50.0  2.0  F129    3788923
  28.10   50.0  2.0  F158    3786752
  28.10   50.0  2.0  F184    8007132
  28.10   50.0  2.0  F146    1722942
  28.10   50.0  2.0  F213   65670884
  28.10   50.0  3.0  F062    2916184
  28.10   50.0  3.0  F087    5377052
  28.10   50.0  3.0  F106    5450158
  28.10   50.0  3.0  F129    5412109
  28.10   50.0  3.0  F158    5297507
  28.10   50.0  3.0  F184   10000007
  28.10   50.0  3.0  F146    2249704
  28.10   50.0  3.0  F213   67404224
  28.20    5.0  1.4  F062      18350
  28.20    5.0  1.4  F087      33836
  28.20    5.0  1.4  F106      34009
  28.20    5.0  1.4  F129      33872
  28.20    5.0  1.4  F158      34656
  28.20    5.0  1.4  F184      80858
  28.20    5.0  1.4  F146      16918
  28.20    5.0  1.4  F213     932429
  28.20    5.0  2.0  F062      24615
  28.20    5.0  2.0  F087      45391
  28.20    5.0  2.0  F106      45828
  28.20    5.0  2.0  F129      45564
  28.20    5.0  2.0  F158      45537
  28.20    5.0  2.0  F184      96280
  28.20    5.0  2.0  F146      20712
  28.20    5.0  2.0  F213     947432
  28.20    5.0  3.0  F062      35067
  28.20    5.0  3.0  F087      64652
  28.20    5.0  3.0  F106      65528
  28.20    5.0  3.0  F129      65072
  28.20    5.0  3.0  F158      63695
  28.20    5.0  3.0  F184     121980
  28.20    5.0  3.0  F146      27041
  28.20    5.0  3.0  F213     972439
  28.20   10.0  1.4  F062      73271
  28.20   10.0  1.4  F087     135232
  28.20   10.0  1.4  F106     135916
  28.20   10.0  1.4  F129     135360
  28.20   10.0  1.4  F158     138497
  28.20   10.0  1.4  F184     323323
  28.20   10.0  1.4  F146      67644
  28.20   10.0  1.4  F213    3729725
  28.20   10.0  2.0  F062      98369
  28.20   10.0  2.0  F087     181470
  28.20   10.0  2.0  F106     183221
  28.20   10.0  2.0  F129     182182
  28.20   10.0  2.0  F158     182081
  28.20   10.0  2.0  F184     385020
  28.20   10.0  2.0  F146      82847
  28.20   10.0  2.0  F213    3789743
  28.20   10.0  3.0  F062     140211
  28.20   10.0  3.0  F087     258543
  28.20   10.0  3.0  F106     262064
  28.20   10.0  3.0  F129     260240
  28.20   10.0  3.0  F158     254722
  28.20   10.0  3.0  F184     487857
  28.20   10.0  3.0  F146     108173
  28.20   10.0  3.0  F213    3889772
  28.20   15.0  1.4  F062     164808
  28.20   15.0  1.4  F087     304216
  28.20   15.0  1.4  F106     305767
  28.20   15.0  1.4  F129     304508
  28.20   15.0  1.4  F158     311576
  28.20   15.0  1.4  F184     727430
  28.20   15.0  1.4  F146     152195
  28.20   15.0  1.4  F213    8391877
  28.20   15.0  2.0  F062     221297
  28.20   15.0  2.0  F087     408276
  28.20   15.0  2.0  F106     412206
  28.20   15.0  2.0  F129     409881
  28.20   15.0  2.0  F158     409644
  28.20   15.0  2.0  F184     866255
  28.20   15.0  2.0  F146     186395
  28.20   15.0  2.0  F213    8526917
  28.20   15.0  3.0  F062     315461
  28.20   15.0  3.0  F087     581701
  28.20   15.0  3.0  F106     589618
  28.20   15.0  3.0  F129     585504
  28.20   15.0  3.0  F158     573110
  28.20   15.0  3.0  F184    1097638
  28.20   15.0  3.0  F146     243386
  28.20   15.0  3.0  F213    8751990
  28.20   20.0  1.4  F062     292962
  28.20   20.0  1.4  F087     540807
  28.20   20.0  1.4  F106     543552
  28.20   20.0  1.4  F129     541318
  28.20   20.0  1.4  F158     553876
  28.20   20.0  1.4  F184    1293171
  28.20   20.0  1.4  F146     270564
  28.20   20.0  1.4  F213   12432411
  28.20   20.0  2.0  F062     393401
  28.20   20.0  2.0  F087     725797
  28.20   20.0  2.0  F106     732792
  28.20   20.0  2.0  F129     728652
  28.20   20.0  2.0  F158     728242
  28.20   20.0  2.0  F184    1539985
  28.20   20.0  2.0  F146     331367
  28.20   20.0  2.0  F213   12632477
  28.20   20.0  3.0  F062     560808
  28.20   20.0  3.0  F087    1034126
  28.20   20.0  3.0  F106    1048199
  28.20   20.0  3.0  F129    1040884
  28.20   20.0  3.0  F158    1018850
  28.20   20.0  3.0  F184    1951334
  28.20   20.0  3.0  F146     432690
  28.20   20.0  3.0  F213   12965904
  28.20   50.0  1.4  F062    1830777
  28.20   50.0  1.4  F087    3379818
  28.20   50.0  1.4  F106    3396991
  28.20   50.0  1.4  F129    3383010
  28.20   50.0  1.4  F158    3461542
  28.20   50.0  1.4  F184    8082126
  28.20   50.0  1.4  F146    1691013
  28.20   50.0  1.4  F213   77702584
  28.20   50.0  2.0  F062    2458588
  28.20   50.0  2.0  F087    4536078
  28.20   50.0  2.0  F106    4579800
  28.20   50.0  2.0  F129    4553926
  28.20   50.0  2.0  F158    4551364
  28.20   50.0  2.0  F184    9624719
  28.20   50.0  2.0  F146    2070997
  28.20   50.0  2.0  F213   78952960
  28.20   50.0  3.0  F062    3504944
  28.20   50.0  3.0  F087    6463198
  28.20   50.0  3.0  F106    6551170
  28.20   50.0  3.0  F129    6505451
  28.20   50.0  3.0  F158    6367721
  28.20   50.0  3.0  F184   10163109
  28.20   50.0  3.0  F146    2704317
  28.20   50.0  3.0  F213   81036920
  28.30    5.0  1.4  F062      22034
  28.30    5.0  1.4  F087      40657
  28.30    5.0  1.4  F106      40858
  28.30    5.0  1.4  F129      40694
  28.30    5.0  1.4  F158      41642
  28.30    5.0  1.4  F184      97183
  28.30    5.0  1.4  F146      20329
  28.30    5.0  1.4  F213    1120994
  28.30    5.0  2.0  F062      29577
  28.30    5.0  2.0  F087      54547
  28.30    5.0  2.0  F106      55067
  28.30    5.0  2.0  F129      54757
  28.30    5.0  2.0  F158      54730
  28.30    5.0  2.0  F184     115724
  28.30    5.0  2.0  F146      24898
  28.30    5.0  2.0  F213    1139034
  28.30    5.0  3.0  F062      42144
  28.30    5.0  3.0  F087      77703
  28.30    5.0  3.0  F106      78761
  28.30    5.0  3.0  F129      78214
  28.30    5.0  3.0  F158      76563
  28.30    5.0  3.0  F184     146623
  28.30    5.0  3.0  F146      32513
  28.30    5.0  3.0  F213    1169093
  28.30   10.0  1.4  F062      88027
  28.30   10.0  1.4  F087     162510
  28.30   10.0  1.4  F106     163331
  28.30   10.0  1.4  F129     162665
  28.30   10.0  1.4  F158     166440
  28.30   10.0  1.4  F184     388613
  28.30   10.0  1.4  F146      81305
  28.30   10.0  1.4  F213    4483958
  28.30   10.0  2.0  F062     118214
  28.30   10.0  2.0  F087     218096
  28.30   10.0  2.0  F106     220203
  28.30   10.0  2.0  F129     218963
  28.30   10.0  2.0  F158     218844
  28.30   10.0  2.0  F184     462795
  28.30   10.0  2.0  F146      99582
  28.30   10.0  2.0  F213    4556115
  28.30   10.0  3.0  F062     168520
  28.30   10.0  3.0  F087     310764
  28.30   10.0  3.0  F106     314996
  28.30   10.0  3.0  F129     312798
  28.30   10.0  3.0  F158     306177
  28.30   10.0  3.0  F184     586426
  28.30   10.0  3.0  F146     130033
  28.30   10.0  3.0  F213    4676381
  28.30   15.0  1.4  F062     198023
  28.30   15.0  1.4  F087     365585
  28.30   15.0  1.4  F106     367454
  28.30   15.0  1.4  F129     365940
  28.30   15.0  1.4  F158     374449
  28.30   15.0  1.4  F184     874335
  28.30   15.0  1.4  F146     182929
  28.30   15.0  1.4  F213   10000007
  28.30   15.0  2.0  F062     265940
  28.30   15.0  2.0  F087     490693
  28.30   15.0  2.0  F106     495426
  28.30   15.0  2.0  F129     492626
  28.30   15.0  2.0  F158     492353
  28.30   15.0  2.0  F184    1041240
  28.30   15.0  2.0  F146     224042
  28.30   15.0  2.0  F213   10000007
  28.30   15.0  3.0  F062     379146
  28.30   15.0  3.0  F087     699203
  28.30   15.0  3.0  F106     708725
  28.30   15.0  3.0  F129     703782
  28.30   15.0  3.0  F158     688880
  28.30   15.0  3.0  F184    1319418
  28.30   15.0  3.0  F146     292570
  28.30   15.0  3.0  F213   10000007
  28.30   20.0  1.4  F062     352005
  28.30   20.0  1.4  F087     649901
  28.30   20.0  1.4  F106     653220
  28.30   20.0  1.4  F129     650539
  28.30   20.0  1.4  F158     665651
  28.30   20.0  1.4  F184    1554340
  28.30   20.0  1.4  F146     325211
  28.30   20.0  1.4  F213   14946531
  28.30   20.0  2.0  F062     472754
  28.30   20.0  2.0  F087     872310
  28.30   20.0  2.0  F106     880737
  28.30   20.0  2.0  F129     875767
  28.30   20.0  2.0  F158     875274
  28.30   20.0  2.0  F184    1851069
  28.30   20.0  2.0  F146     398298
  28.30   20.0  2.0  F213   15187062
  28.30   20.0  3.0  F062     674023
  28.30   20.0  3.0  F087    1243002
  28.30   20.0  3.0  F106    1259938
  28.30   20.0  3.0  F129    1251155
  28.30   20.0  3.0  F158    1224661
  28.30   20.0  3.0  F184    2345619
  28.30   20.0  3.0  F146     520123
  28.30   20.0  3.0  F213   15587931
  28.30   50.0  1.4  F062    2199808
  28.30   50.0  1.4  F087    4061693
  28.30   50.0  1.4  F106    4082441
  28.30   50.0  1.4  F129    4065651
  28.30   50.0  1.4  F158    4160116
  28.30   50.0  1.4  F184    9714423
  28.30   50.0  1.4  F146    2032520
  28.30   50.0  1.4  F213   93415840
  28.30   50.0  2.0  F062    2954588
  28.30   50.0  2.0  F087    5451809
  28.30   50.0  2.0  F106    5504477
  28.30   50.0  2.0  F129    5473377
  28.30   50.0  2.0  F158    5470349
  28.30   50.0  2.0  F184   10000007
  28.30   50.0  2.0  F146    2489359
  28.30   50.0  2.0  F213   94919104
  28.30   50.0  3.0  F062    4212574
  28.30   50.0  3.0  F087    7768690
  28.30   50.0  3.0  F106    7874546
  28.30   50.0  3.0  F129    7819598
  28.30   50.0  3.0  F158    7654060
  28.30   50.0  3.0  F184   12216668
  28.30   50.0  3.0  F146    3250760
  28.30   50.0  3.0  F213   97424544
  28.40    5.0  1.4  F062      26476
  28.40    5.0  1.4  F087      48856
  28.40    5.0  1.4  F106      49103
  28.40    5.0  1.4  F129      48902
  28.40    5.0  1.4  F158      50033
  28.40    5.0  1.4  F184     116809
  28.40    5.0  1.4  F146      24433
  28.40    5.0  1.4  F213    1347718
  28.40    5.0  2.0  F062      35541
  28.40    5.0  2.0  F087      65555
  28.40    5.0  2.0  F106      66184
  28.40    5.0  2.0  F129      65820
  28.40    5.0  2.0  F158      65783
  28.40    5.0  2.0  F184     139099
  28.40    5.0  2.0  F146      29923
  28.40    5.0  2.0  F213    1369405
  28.40    5.0  3.0  F062      50653
  28.40    5.0  3.0  F087      93398
  28.40    5.0  3.0  F106      94675
  28.40    5.0  3.0  F129      94019
  28.40    5.0  3.0  F158      92021
  28.40    5.0  3.0  F184     176254
  28.40    5.0  3.0  F146      39080
  28.40    5.0  3.0  F213    1405557
  28.40   10.0  1.4  F062     105774
  28.40   10.0  1.4  F087     195296
  28.40   10.0  1.4  F106     196299
  28.40   10.0  1.4  F129     195488
  28.40   10.0  1.4  F158     200039
  28.40   10.0  1.4  F184     467118
  28.40   10.0  1.4  F146      97730
  28.40   10.0  1.4  F213    5390869
  28.40   10.0  2.0  F062     142063
  28.40   10.0  2.0  F087     262137
  28.40   10.0  2.0  F106     264672
  28.40   10.0  2.0  F129     263176
  28.40   10.0  2.0  F158     263040
  28.40   10.0  2.0  F184     556302
  28.40   10.0  2.0  F146     119700
  28.40   10.0  2.0  F213    5477627
  28.40   10.0  3.0  F062     202556
  28.40   10.0  3.0  F087     373547
  28.40   10.0  3.0  F106     378645
  28.40   10.0  3.0  F129     376000
  28.40   10.0  3.0  F158     368047
  28.40   10.0  3.0  F184     704940
  28.40   10.0  3.0  F146     156308
  28.40   10.0  3.0  F213    5622216
  28.40   15.0  1.4  F062     237941
  28.40   15.0  1.4  F087     439366
  28.40   15.0  1.4  F106     441618
  28.40   15.0  1.4  F129     439803
  28.40   15.0  1.4  F158     450027
  28.40   15.0  1.4  F184    1050962
  28.40   15.0  1.4  F146     219884
  28.40   15.0  1.4  F213   10107887
  28.40   15.0  2.0  F062     319602
  28.40   15.0  2.0  F087     589773
  28.40   15.0  2.0  F106     595482
  28.40   15.0  2.0  F129     592116
  28.40   15.0  2.0  F158     591797
  28.40   15.0  2.0  F184    1251629
  28.40   15.0  2.0  F146     269314
  28.40   15.0  2.0  F213   10270552
  28.40   15.0  3.0  F062     455718
  28.40   15.0  3.0  F087     840463
  28.40   15.0  3.0  F106     851927
  28.40   15.0  3.0  F129     845981
  28.40   15.0  3.0  F158     828078
  28.40   15.0  3.0  F184    1586087
  28.40   15.0  3.0  F146     351704
  28.40   15.0  3.0  F213   10541653
  28.40   20.0  1.4  F062     422977
  28.40   20.0  1.4  F087     781065
  28.40   20.0  1.4  F106     785068
  28.40   20.0  1.4  F129     781849
  28.40   20.0  1.4  F158     800025
  28.40   20.0  1.4  F184    1868342
  28.40   20.0  1.4  F146     390902
  28.40   20.0  1.4  F213   17969574
  28.40   20.0  2.0  F062     568167
  28.40   20.0  2.0  F087    1048463
  28.40   20.0  2.0  F106    1058614
  28.40   20.0  2.0  F129    1052631
  28.40   20.0  2.0  F158    1052056
  28.40   20.0  2.0  F184    2225098
  28.40   20.0  2.0  F146     478782
  28.40   20.0  2.0  F213   18258750
  28.40   20.0  3.0  F062     810148
  28.40   20.0  3.0  F087    1494139
  28.40   20.0  3.0  F106    1514522
  28.40   20.0  3.0  F129    1503961
  28.40   20.0  3.0  F158    1472123
  28.40   20.0  3.0  F184    2819685
  28.40   20.0  3.0  F146     625240
  28.40   20.0  3.0  F213   18740716
  28.40   50.0  1.4  F062    2643423
  28.40   50.0  1.4  F087    4881444
  28.40   50.0  1.4  F106    4906487
  28.40   50.0  1.4  F129    4886341
  28.40   50.0  1.4  F158    4999967
  28.40   50.0  1.4  F184   10000007
  28.40   50.0  1.4  F146    2443102
  28.40   50.0  1.4  F213  112309840
  28.40   50.0  2.0  F062    3550881
  28.40   50.0  2.0  F087    6552757
  28.40   50.0  2.0  F106    6616177
  28.40   50.0  2.0  F129    6578822
  28.40   50.0  2.0  F158    6575228
  28.40   50.0  2.0  F184   11588912
  28.40   50.0  2.0  F146    2992354
  28.40   50.0  2.0  F213  114117216
  28.40   50.0  3.0  F062    5063333
  28.40   50.0  3.0  F087    9338287
  28.40   50.0  3.0  F106    9465657
  28.40   50.0  3.0  F129    9399637
  28.40   50.0  3.0  F158    9200675
  28.40   50.0  3.0  F184   14685763
  28.40   50.0  3.0  F146    3907765
  28.40   50.0  3.0  F213  117129424
  28.50    5.0  1.4  F062      31802
  28.50    5.0  1.4  F087      58706
  28.50    5.0  1.4  F106      59007
  28.50    5.0  1.4  F129      58770
  28.50    5.0  1.4  F158      60129
  28.50    5.0  1.4  F184     140403
  28.50    5.0  1.4  F146      29376
  28.50    5.0  1.4  F213    1620278
  28.50    5.0  2.0  F062      42700
  28.50    5.0  2.0  F087      78788
  28.50    5.0  2.0  F106      79554
  28.50    5.0  2.0  F129      79107
  28.50    5.0  2.0  F158      79062
  28.50    5.0  2.0  F184     167197
  28.50    5.0  2.0  F146      35970
  28.50    5.0  2.0  F213    1646352
  28.50    5.0  3.0  F062      60876
  28.50    5.0  3.0  F087     112268
  28.50    5.0  3.0  F106     113800
  28.50    5.0  3.0  F129     113006
  28.50    5.0  3.0  F158     110617
  28.50    5.0  3.0  F184     211867
  28.50    5.0  3.0  F146      46978
  28.50    5.0  3.0  F213    1689809
  28.50   10.0  1.4  F062     127106
  28.50   10.0  1.4  F087     234713
  28.50   10.0  1.4  F106     235917
  28.50   10.0  1.4  F129     234950
  28.50   10.0  1.4  F158     240413
  28.50   10.0  1.4  F184     561473
  28.50   10.0  1.4  F146     117466
  28.50   10.0  1.4  F213    6481110
  28.50   10.0  2.0  F062     170727
  28.50   10.0  2.0  F087     315069
  28.50   10.0  2.0  F106     318124
  28.50   10.0  2.0  F129     316328
  28.50   10.0  2.0  F158     316154
  28.50   10.0  2.0  F184     668697
  28.50   10.0  2.0  F146     143887
  28.50   10.0  2.0  F213    6585406
  28.50   10.0  3.0  F062     243459
  28.50   10.0  3.0  F087     449024
  28.50   10.0  3.0  F106     455152
  28.50   10.0  3.0  F129     451979
  28.50   10.0  3.0  F158     442412
  28.50   10.0  3.0  F184     847403
  28.50   10.0  3.0  F146     187900
  28.50   10.0  3.0  F213    6759243
  28.50   15.0  1.4  F062     285931
  28.50   15.0  1.4  F087     528048
  28.50   15.0  1.4  F106     530757
  28.50   15.0  1.4  F129     528587
  28.50   15.0  1.4  F158     540880
  28.50   15.0  1.4  F184    1263275
  28.50   15.0  1.4  F146     264298
  28.50   15.0  1.4  F213   12152081
  28.50   15.0  2.0  F062     384108
  28.50   15.0  2.0  F087     708880
  28.50   15.0  2.0  F106     715747
  28.50   15.0  2.0  F129     711707
  28.50   15.0  2.0  F158     711324
  28.50   15.0  2.0  F184    1504536
  28.50   15.0  2.0  F146     323733
  28.50   15.0  2.0  F213   12347641
  28.50   15.0  3.0  F062     547757
  28.50   15.0  3.0  F087    1010268
  28.50   15.0  3.0  F106    1024058
  28.50   15.0  3.0  F129    1016917
  28.50   15.0  3.0  F158     995394
  28.50   15.0  3.0  F184    1906637
